2023-01-10 10:58:55,720 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-01-10 10:58:55,746 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-01-10 10:58:55,746 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-01-10 10:58:55,746 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-01-10 10:58:55,751 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-01-10 10:58:55,751 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-01-10 10:58:55,751 INFO  SwAddin.cs: 201 - Setting up command manager
2023-01-10 10:58:55,754 INFO  SwAddin.cs: 204 - Adding command manager
2023-01-10 10:58:55,756 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-01-10 10:58:55,759 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-01-10 10:58:55,759 INFO  SwAddin.cs: 210 - Adding event handlers
2023-01-10 10:58:55,761 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-01-10 11:02:45,073 INFO  SwAddin.cs: 294 - Assembly export called for file AssemblyTube.SLDASM
2023-01-10 11:02:49,054 INFO  SwAddin.cs: 313 - Saving assembly
2023-01-10 11:02:49,104 INFO  SwAddin.cs: 316 - Opening property manager
2023-01-10 11:02:49,125 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AssemblyTube.SLDASM
2023-01-10 11:02:49,138 INFO  ExportHelperExtension.cs: 1136 - Found 24 in AssemblyTube.SLDASM
2023-01-10 11:02:49,139 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AssemblyTube.SLDASM
2023-01-10 11:02:49,139 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-10 11:02:49,140 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-01-10 11:02:49,141 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tube-2
2023-01-10 11:02:49,141 INFO  ExportHelperExtension.cs: 1136 - Found 25 in tube-2
2023-01-10 11:02:49,142 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tube-2
2023-01-10 11:02:49,142 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AssemblyTube.SLDASM
2023-01-10 11:02:49,143 INFO  ExportHelperExtension.cs: 1136 - Found 24 in AssemblyTube.SLDASM
2023-01-10 11:02:49,143 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AssemblyTube.SLDASM
2023-01-10 11:02:49,144 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-10 11:02:49,145 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-01-10 11:02:49,145 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from tube-2
2023-01-10 11:02:49,146 INFO  ExportHelperExtension.cs: 1136 - Found 25 in tube-2
2023-01-10 11:02:49,146 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in tube-2
2023-01-10 11:02:49,396 INFO  SwAddin.cs: 339 - Loading config tree
2023-01-10 11:02:49,400 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-01-10 11:02:49,402 INFO  SwAddin.cs: 344 - Showing property manager
2023-01-10 11:03:09,711 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-01-10 11:03:10,854 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AssemblyTube.SLDASM
2023-01-10 11:03:10,858 INFO  ExportHelperExtension.cs: 1136 - Found 27 in AssemblyTube.SLDASM
2023-01-10 11:03:10,858 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in AssemblyTube.SLDASM
2023-01-10 11:03:10,858 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-10 11:03:10,859 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-01-10 11:03:10,859 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tube-2
2023-01-10 11:03:10,859 INFO  ExportHelperExtension.cs: 1136 - Found 25 in tube-2
2023-01-10 11:03:10,860 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tube-2
2023-01-10 11:03:10,860 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AssemblyTube.SLDASM
2023-01-10 11:03:10,860 INFO  ExportHelperExtension.cs: 1136 - Found 27 in AssemblyTube.SLDASM
2023-01-10 11:03:10,861 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AssemblyTube.SLDASM
2023-01-10 11:03:10,861 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-10 11:03:10,872 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-01-10 11:03:10,872 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from tube-2
2023-01-10 11:03:10,904 INFO  ExportHelperExtension.cs: 1136 - Found 25 in tube-2
2023-01-10 11:03:10,905 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in tube-2
2023-01-10 11:03:10,938 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
